,OUTCOMETYPE,AGEOUTCOME,PREVHIST,DAYS_STAY,IS_PUREBREED,INTAKETYPE_ABANDONED,INTAKETYPE_EUTHANASIAREQUEST,INTAKETYPE_OWNERSURRENDER,INTAKETYPE_PUBLICASSIST,INTAKETYPE_STRAY,INTAKECONDITION_AGED,INTAKECONDITION_BEHAVIOR,INTAKECONDITION_FERAL,INTAKECONDITION_INJURED,INTAKECONDITION_MEDICAL,INTAKECONDITION_NORMAL,INTAKECONDITION_NURSING,INTAKECONDITION_OTHER,INTAKECONDITION_PREGNANT,INTAKECONDITION_SICK,SEXINTAKE_INTACTFEMALE,SEXINTAKE_INTACTMALE,SEXINTAKE_NEUTEREDMALE,SEXINTAKE_SPAYEDFEMALE,SEXINTAKE_UNKNOWN
A414198_1422500460,RTO,108.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A414620_1508635800,ADOPT,156.0,0.0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A415049_1432604100,RTO,108.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
A416128_1471323840,RTO,132.0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A416147_1538184480,RTO,144.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A416147_1538703060,RTO,144.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A416147_1559383260,RTO,156.0,2.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A416147_1576993500,ADOPT,168.0,3.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A416147_1577499600,ADOPT,168.0,4.0,115,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A416756_1470790800,RTO,132.0,0.0,66,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A417622_1436420280,RTO,120.0,0.0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A417705_1416629460,RTO,168.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A417737_1520135580,RTO,156.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A417737_1534678920,ADOPT,180.0,1.0,348,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A418634_1472436300,RTO,120.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A418871_1543563600,RTO,168.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A419009_1395975240,RTO,132.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A419781_1382580600,RTO,84.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A420464_1381657680,RTO,84.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A421087_1427718660,RTO,132.0,0.0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A423033_1478510340,RTO,120.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A423546_1475813280,ADOPT,132.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A423701_1388887320,RTO,96.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A424158_1420441680,RTO,108.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A424158_1462164540,RTO,132.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A424158_1494385140,RTO,144.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A424714_1519457820,RTO,144.0,0.0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A427782_1397039700,RTO,108.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A427808_1405053060,RTO,156.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A427866_1400067360,DIED,96.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A428783_1391142300,ADOPT,96.0,0.0,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A430328_1477291740,RTO,120.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A430366_1434692400,RTO,108.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A430368_1390296120,ADOPT,84.0,0.0,30,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A430500_1392692940,RTO,96.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A430501_1384404900,DIED,132.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
A430671_1400842320,DIED,96.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A430709_1488445680,RTO,144.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A430709_1514276280,RTO,156.0,1.0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A430709_1524975900,RTO,156.0,2.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A430953_1396671660,RTO,120.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A431223_1415444040,RTO,120.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A431615_1399946400,ADOPT,96.0,0.0,80,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A433111_1382270460,RTO,144.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A433111_1383470760,RTO,144.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A434171_1574558580,RTO,168.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A434923_1383450600,RTO,108.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A435209_1392873900,RTO,108.0,0.0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A435237_1455517260,RTO,108.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A435358_1427283600,RTO,108.0,0.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A436250_1473944340,RTO,156.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A437799_1529043780,RTO,144.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A438287_1514856420,ADOPT,156.0,0.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A438287_1515412980,ADOPT,168.0,1.0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A439733_1492565820,RTO,120.0,0.0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A440082_1398486000,RTO,144.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A440835_1390453320,RTO,144.0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A441798_1403785980,ADOPT,96.0,0.0,130,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A442798_1428641940,ADOPT,108.0,0.0,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A443085_1395225180,ADOPT,96.0,0.0,123,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A443085_1406897040,DIED,96.0,1.0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A443790_1409720400,ADOPT,108.0,0.0,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A445392_1483237440,RTO,144.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A445694_1381289100,ADOPT,108.0,0.0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A446860_1570963560,RTO,168.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A447033_1421719680,ADOPT,96.0,0.0,25,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A447254_1427627580,RTO,108.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A447792_1555383600,RTO,156.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A447896_1451794140,RTO,132.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A448020_1410570240,RTO,168.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A448267_1400216640,RTO,132.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A448267_1430462400,ADOPT,144.0,1.0,55,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A448750_1398564000,DIED,108.0,0.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A448819_1395993180,RTO,108.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A449107_1389665220,RTO,84.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A449752_1394363580,RTO,132.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A450003_1437395040,RTO,120.0,0.0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A450223_1459476840,RTO,108.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A450274_1499390100,RTO,132.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A450780_1465040100,RTO,108.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A452508_1452576840,ADOPT,120.0,0.0,262,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A452948_1405313940,RTO,84.0,0.0,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A453102_1479387060,RTO,120.0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A453102_1482732120,ADOPT,120.0,1.0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A453399_1593309240,RTO,156.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A453523_1472194620,ADOPT,120.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A453743_1470966060,RTO,120.0,0.0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A453933_1401171180,RTO,132.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A454044_1574058360,RTO,156.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A454044_1574314680,RTO,156.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
A454208_1436759640,RTO,108.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A454245_1487491140,RTO,132.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A454384_1472696460,RTO,156.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A454384_1478655720,RTO,156.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A454665_1439691900,RTO,144.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A455218_1545196560,DIED,156.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A455868_1401189000,ADOPT,108.0,0.0,61,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A456133_1452393600,ADOPT,144.0,0.0,641,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A456857_1462333620,RTO,108.0,0.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A457029_1405598280,ADOPT,108.0,0.0,18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A457858_1393905480,RTO,96.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A457858_1435127880,RTO,108.0,1.0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A458233_1496050320,DIED,144.0,0.0,375,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A459137_1535952900,RTO,132.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A459161_1429329720,RTO,108.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A459318_1391312940,RTO,36.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A459766_1394679960,RTO,96.0,0.0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A459766_1411194900,RTO,96.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A459989_1503280380,RTO,120.0,0.0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A460100_1488968400,RTO,132.0,0.0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A460458_1455244980,ADOPT,96.0,0.0,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A460458_1494925380,ADOPT,120.0,1.0,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A461106_1492858860,RTO,132.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A461224_1415593680,RTO,96.0,0.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A461574_1428649200,RTO,144.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A462248_1490605980,RTO,156.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A462580_1417687860,RTO,120.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A462580_1418816160,RTO,120.0,1.0,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A462580_1437392160,RTO,120.0,2.0,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A462580_1440072120,RTO,120.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A462580_1442632200,RTO,132.0,4.0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A462580_1451471220,ADOPT,144.0,5.0,303,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A462879_1400563740,RTO,84.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A463982_1467428400,RTO,108.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A464168_1537612140,RTO,132.0,0.0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A464377_1397452740,RTO,228.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A464652_1414326000,DIED,132.0,1.0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A465426_1427776920,RTO,120.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A465849_1451704860,RTO,156.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A465849_1516018200,ADOPT,180.0,1.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A465930_1482137880,RTO,132.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A466156_1499914260,RTO,120.0,0.0,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A466810_1467621540,RTO,108.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A466946_1453083780,RTO,108.0,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A467387_1394855940,DIED,108.0,0.0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A467392_1399689720,RTO,180.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A468026_1387526100,RTO,84.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A468026_1442664120,ADOPT,120.0,1.0,419,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
A468181_1384309440,RTO,96.0,0.0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A468181_1406694720,RTO,96.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A468181_1421372520,RTO,108.0,2.0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A468181_1482756540,RTO,132.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A468790_1390097640,RTO,72.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A469338_1399177320,RTO,120.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A471015_1386766200,ADOPT,84.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A471905_1530349680,RTO,180.0,0.0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A472098_1538737140,RTO,156.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A473353_1467856080,RTO,144.0,0.0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A474506_1542344460,RTO,144.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A474852_1472818140,RTO,120.0,0.0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A475011_1552897620,RTO,144.0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
A475812_1431064140,RTO,108.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A475943_1388034180,RTO,156.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A475943_1394683680,RTO,156.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A476054_1430964000,RTO,72.0,0.0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A476054_1439895780,ADOPT,84.0,1.0,25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A476605_1411374240,RTO,84.0,0.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A476605_1456201620,RTO,108.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A476706_1420548420,DIED,96.0,0.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A476874_1478659500,DIED,108.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
A477516_1455939360,RTO,120.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A477759_1534493820,RTO,168.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A477759_1540517940,RTO,168.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A477912_1557109080,ADOPT,180.0,0.0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A477934_1380606480,RTO,84.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A478560_1394338680,RTO,84.0,0.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A478560_1458389160,ADOPT,108.0,1.0,15,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A478560_1460011440,ADOPT,108.0,2.0,29,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A478579_1394068320,DIED,144.0,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A479137_1395977940,ADOPT,108.0,0.0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A479356_1569842160,RTO,156.0,0.0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A481727_1428404460,RTO,96.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A481864_1533521940,RTO,144.0,0.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
A481945_1540984800,RTO,132.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A482046_1405936560,DIED,84.0,0.0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A482199_1553344320,ADOPT,132.0,0.0,72,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A482334_1451393220,RTO,108.0,0.0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A482518_1403831460,RTO,84.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A484080_1470293520,ADOPT,120.0,0.0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A484080_1480159500,RTO,132.0,1.0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A484400_1391142300,RTO,84.0,0.0,26,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A484400_1495959540,RTO,120.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A484851_1463469000,ADOPT,120.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A485350_1487643420,RTO,120.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A485651_1383366720,RTO,72.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A485674_1419389340,ADOPT,108.0,0.0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A485940_1444270500,ADOPT,132.0,0.0,16,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A485955_1479613620,RTO,168.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A486687_1440939060,RTO,96.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A486808_1529754120,RTO,144.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A486898_1418123040,RTO,108.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A487013_1431654840,RTO,120.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A487443_1561086360,RTO,156.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A487470_1390185360,DIED,108.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A488066_1403061180,ADOPT,84.0,0.0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A488203_1424395080,RTO,96.0,0.0,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A488204_1489542780,RTO,132.0,0.0,8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A488234_1393984980,RTO,96.0,0.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A488234_1555405020,RTO,156.0,1.0,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A488304_1400481900,RTO,96.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A489376_1388804100,RTO,120.0,0.0,44,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A489376_1432604940,DIED,132.0,1.0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
A489464_1447559820,RTO,96.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
A489704_1425899100,ADOPT,168.0,0.0,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A489912_1454296320,ADOPT,120.0,0.0,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A490091_1442890380,DIED,108.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
A490776_1399775640,RTO,96.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
A490893_1461718980,RTO,108.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
